Time,,pm10_standard,pm25_standard,pm100_standard,P3um,P5um,P10um,P25um,P50um,P100um,Shinyei,Temperature,Humidity
2019-7-22 7:55:13,,27,29,29,8607,1625,47,0,0,0,0,24.79,55.15
2019-7-22 7:55:22,,28,29,29,8709,1672,39,0,0,0,0,24.78,55.18
2019-7-22 7:55:27,,28,30,30,8697,1707,29,0,0,0,0,24.78,55.15
2019-7-22 7:55:35,,32,33,35,9540,1923,44,4,0,0,0,24.79,55.15
2019-7-22 7:55:39,,34,34,36,9945,2029,29,4,0,0,0,24.79,55.11
2019-7-22 7:55:47,,35,36,37,10605,2101,31,4,0,0,0,24.79,55.13
2019-7-22 7:55:52,,36,37,38,10827,2150,39,4,0,0,0,24.79,55.11
2019-7-22 7:56:0,,34,35,35,10488,2053,32,0,0,0,0,24.81,55.13
2019-7-22 7:56:6,,33,36,36,10437,2032,44,4,0,0,0,24.82,55.13
2019-7-22 7:56:12,,22,27,28,6186,1315,42,20,0,0,0,24.79,55.13
2019-7-22 7:56:19,,12,17,17,3075,706,51,18,0,0,0,24.79,55.11
2019-7-22 7:56:27,,11,15,15,2949,648,51,12,0,0,0,24.81,55.11
2019-7-22 7:56:32,,11,14,14,2994,675,45,8,0,0,0,24.79,55.11
2019-7-22 7:56:40,,13,15,16,3843,806,40,4,0,0,0,24.79,55.11
2019-7-22 7:56:46,,15,17,17,4446,933,40,2,0,0,0,24.79,55.9
2019-7-22 7:56:53,,16,17,18,4764,980,38,2,0,0,0,24.79,55.8
2019-7-22 7:56:59,,18,19,20,5274,1068,36,2,0,0,0,24.79,55.6
2019-7-22 7:57:4,,18,19,19,5571,1109,28,0,0,0,0,24.79,55.9
2019-7-22 7:57:11,,19,20,20,5925,1144,30,0,0,0,0,24.79,55.8
2019-7-22 7:57:16,,20,21,22,6243,1181,32,2,2,0,0,24.79,55.9
2019-7-22 7:57:24,,20,22,23,6390,1186,45,2,2,0,0,24.79,55.9
2019-7-22 7:57:29,,21,23,25,6855,1282,47,4,4,0,0,24.82,55.6
2019-7-22 7:57:34,,23,24,27,7035,1367,43,6,4,0,0,24.82,55.6
2019-7-22 7:57:42,,26,27,29,7560,1537,41,4,2,0,0,24.79,55.8
2019-7-22 7:57:47,,27,29,30,7869,1612,49,4,2,0,0,24.79,55.6
2019-7-22 7:57:54,,28,30,30,8043,1664,42,2,0,0,0,24.79,55.4
2019-7-22 7:58:0,,28,30,30,8382,1696,40,0,0,0,0,24.81,55.8
2019-7-22 7:58:5,,29,31,32,8721,1758,42,2,0,0,0,24.79,55.6
2019-7-22 7:58:13,,30,31,32,8715,1786,30,2,0,0,0,24.84,55.6
2019-7-22 7:58:18,,30,31,32,8964,1811,30,2,0,0,0,24.79,55.6
2019-7-22 7:58:25,,31,32,35,9084,1848,39,4,2,2,0,24.79,55.6
2019-7-22 7:58:31,,30,32,34,8967,1820,39,2,2,2,0,24.84,55.6
2019-7-22 7:58:36,,32,34,36,9606,1921,43,2,2,2,0,24.81,55.6
2019-7-22 7:58:44,,32,36,37,9822,1971,49,8,2,2,0,24.84,55.4
2019-7-22 7:58:51,,19,26,26,5994,1240,61,22,0,0,0,24.79,55.2
2019-7-22 7:58:56,,10,17,18,2934,647,55,24,2,2,0,24.82,55.4
2019-7-22 7:59:3,,9,13,15,2610,552,52,16,2,2,0,24.81,55.4
2019-7-22 7:59:11,,10,14,15,2838,607,48,14,2,2,0,24.82,55.4
2019-7-22 7:59:18,,13,15,16,3729,765,46,8,0,0,0,24.79,55.4
2019-7-22 7:59:24,,14,17,17,4239,863,42,6,0,0,0,24.79,55.4
2019-7-22 7:59:31,,15,16,17,4584,909,28,4,0,0,0,24.82,55.4
2019-7-22 7:59:37,,16,17,18,4830,962,30,2,0,0,0,24.79,55.2
2019-7-22 7:59:44,,17,18,18,5163,1034,28,0,0,0,0,24.79,55.4
2019-7-22 7:59:50,,18,19,19,5361,1085,37,0,0,0,0,24.81,55.4
2019-7-22 7:59:57,,20,21,21,5799,1200,37,0,0,0,0,24.79,55.4
2019-7-22 8:0:3,,21,22,22,6057,1245,33,0,0,0,0,24.79,55.4
2019-7-22 8:0:8,,23,24,24,6639,1349,37,0,0,0,0,24.79,55.4
2019-7-22 8:0:15,,24,25,26,6996,1432,34,2,2,0,0,24.81,55.2
2019-7-22 8:0:21,,25,27,28,7191,1481,38,4,2,0,0,24.79,55.4
2019-7-22 8:0:28,,28,30,31,8049,1647,48,4,2,0,0,24.81,55.4
2019-7-22 8:0:36,,28,30,31,8205,1660,44,4,2,0,0,24.79,55.8
2019-7-22 8:0:42,,26,30,30,7422,1557,46,10,0,0,0,24.78,55.6
2019-7-22 8:0:48,,12,18,18,3132,710,52,22,0,0,0,24.79,55.4
2019-7-22 8:0:54,,9,14,14,2379,548,55,18,0,0,0,24.79,55.6
2019-7-22 8:1:0,,9,14,14,2460,585,57,14,0,0,0,24.81,55.4
2019-7-22 8:1:6,,10,14,14,2658,601,57,8,0,0,0,24.79,55.6
2019-7-22 8:1:13,,12,15,15,3465,740,51,4,0,0,0,24.79,55.8
2019-7-22 8:1:19,,14,16,16,3954,845,40,2,0,0,0,24.81,55.6
2019-7-22 8:1:25,,13,15,15,4332,859,38,2,0,0,0,24.81,55.4
2019-7-22 8:1:31,,15,17,17,4431,885,34,4,0,0,0,24.79,55.6
2019-7-22 8:1:38,,16,18,18,4920,997,34,2,0,0,0,24.81,55.8
2019-7-22 8:1:45,,17,18,18,5118,1030,32,2,0,0,0,24.82,55.4
2019-7-22 8:1:52,,18,20,20,5340,1111,38,2,0,0,0,24.82,55.6
2019-7-22 8:1:58,,19,20,20,5688,1176,34,0,0,0,0,24.79,55.6
2019-7-22 8:2:5,,19,20,20,5961,1205,26,0,0,0,0,24.79,55.4
2019-7-22 8:2:11,,20,22,22,6258,1258,28,2,0,0,0,24.79,55.4
2019-7-22 8:2:18,,21,23,23,6417,1252,20,4,0,0,0,24.79,55.6
2019-7-22 8:2:24,,20,23,23,6720,1293,33,4,0,0,0,24.79,55.4
2019-7-22 8:2:32,,22,25,25,6990,1397,45,4,0,0,0,24.79,55.6
2019-7-22 8:2:38,,23,25,25,7080,1428,53,4,0,0,0,24.81,55.6
2019-7-22 8:2:44,,25,27,27,7440,1532,57,4,0,0,0,24.81,55.8
2019-7-22 8:2:51,,26,29,29,7632,1546,59,6,0,0,0,24.81,55.8
2019-7-22 8:2:58,,26,30,30,8202,1641,53,6,0,0,0,24.81,55.4
2019-7-22 8:3:4,,29,32,32,8598,1727,47,6,0,0,0,24.79,55.9
2019-7-22 8:3:9,,28,31,31,8889,1765,45,6,0,0,0,24.79,55.6
2019-7-22 8:3:17,,30,32,32,9138,1877,30,4,0,0,0,24.79,55.8
2019-7-22 8:3:23,,32,34,35,9324,1932,36,6,0,0,0,24.81,55.9
2019-7-22 8:3:30,,32,34,35,9468,1946,43,6,0,0,0,24.79,55.11
2019-7-22 8:3:38,,32,35,35,9507,1918,47,6,0,0,0,24.81,55.11
2019-7-22 8:3:43,,31,34,34,9594,1878,45,6,0,0,0,24.79,55.11
2019-7-22 8:3:51,,29,31,31,9279,1794,30,2,0,0,0,24.84,55.15
2019-7-22 8:3:56,,30,32,32,9258,1834,34,2,0,0,0,24.79,55.11
2019-7-22 8:4:4,,30,31,31,9117,1822,28,0,0,0,0,24.79,55.13
2019-7-22 8:4:10,,31,32,32,9243,1879,32,0,0,0,0,24.81,55.13
2019-7-22 8:4:16,,32,33,33,9750,1928,22,0,0,0,0,24.79,55.11
2019-7-22 8:4:22,,33,34,34,10053,1985,20,0,0,0,0,24.79,55.11
2019-7-22 8:4:28,,34,35,35,10227,2056,24,0,0,0,0,24.79,55.13
2019-7-22 8:4:34,,34,34,34,10278,2021,14,0,0,0,0,24.79,55.13
2019-7-22 8:4:41,,33,33,33,10116,1974,14,0,0,0,0,24.79,55.15
2019-7-22 8:4:46,,34,34,34,10344,2014,12,0,0,0,0,24.82,55.15
2019-7-22 8:4:53,,34,34,34,10560,1997,14,0,0,0,0,24.79,55.15
2019-7-22 8:5:1,,36,36,36,10860,2114,22,0,0,0,0,24.79,55.16
2019-7-22 8:5:9,,36,37,38,11025,2142,32,4,0,0,0,24.79,55.18
2019-7-22 8:5:17,,35,37,38,10893,2103,40,4,0,0,0,24.79,55.18
2019-7-22 8:5:22,,36,38,39,11067,2157,47,4,0,0,0,24.78,55.18
2019-7-22 8:5:30,,36,38,38,11193,2116,49,4,0,0,0,24.79,55.18
2019-7-22 8:5:35,,36,38,38,10941,2111,49,4,0,0,0,24.79,55.20
2019-7-22 8:5:42,,35,37,37,10857,2128,45,4,0,0,0,24.78,55.24
2019-7-22 8:5:49,,35,37,37,10710,2089,36,2,0,0,0,24.81,55.18
2019-7-22 8:5:55,,37,38,39,11028,2185,34,2,0,0,0,24.79,55.22
2019-7-22 8:6:1,,39,41,41,11439,2309,34,4,0,0,0,24.79,55.20
2019-7-22 8:6:8,,39,41,42,11613,2341,38,4,0,0,0,24.81,55.20
2019-7-22 8:6:14,,40,41,42,11493,2372,36,4,0,0,0,24.79,55.22
2019-7-22 8:6:20,,39,41,41,11559,2349,34,2,0,0,0,24.79,55.20
2019-7-22 8:6:27,,39,39,39,11670,2365,28,0,0,0,0,24.79,55.22
2019-7-22 8:6:33,,40,40,40,11748,2385,24,0,0,0,0,24.82,55.22
2019-7-22 8:6:40,,42,42,42,12174,2480,22,2,0,0,0,24.82,55.24
2019-7-22 8:6:47,,43,44,44,12765,2606,30,2,0,0,0,24.79,55.25
2019-7-22 8:6:53,,44,46,46,13101,2668,28,2,0,0,0,24.78,55.22
2019-7-22 8:7:0,,47,50,50,13944,2836,47,4,0,0,0,24.79,55.24
2019-7-22 8:7:6,,48,50,50,14238,2859,49,4,0,0,0,24.79,55.22
2019-7-22 8:7:13,,47,50,50,14196,2842,47,4,0,0,0,24.79,55.25
2019-7-22 8:7:19,,47,50,53,14334,2849,56,8,2,2,0,24.79,55.25
2019-7-22 8:7:26,,47,50,52,14187,2837,47,10,2,2,0,24.79,55.25
2019-7-22 8:7:33,,48,52,54,14331,2924,51,10,2,2,0,24.79,55.27
2019-7-22 8:7:39,,40,45,45,11676,2402,59,14,0,0,0,24.79,55.27
2019-7-22 8:7:46,,19,25,25,4974,1139,52,24,0,0,0,24.81,55.27
2019-7-22 8:7:52,,16,21,21,3936,907,51,20,0,0,0,24.79,55.25
2019-7-22 8:7:58,,15,19,19,3744,836,51,14,0,0,0,24.81,55.24
2019-7-22 8:8:5,,16,19,21,4137,912,56,12,2,2,0,24.79,55.27
2019-7-22 8:8:12,,18,20,22,4836,1033,60,8,2,2,0,24.79,55.24
2019-7-22 8:8:19,,20,21,24,5469,1129,55,8,4,2,0,24.81,55.27
2019-7-22 8:8:25,,21,22,26,5769,1213,51,8,4,2,0,24.79,55.25
2019-7-22 8:8:32,,21,23,25,5979,1253,46,4,4,0,0,24.79,55.24
2019-7-22 8:8:37,,22,25,27,6300,1323,51,8,4,0,0,24.79,55.25
2019-7-22 8:8:43,,24,27,28,6654,1405,55,8,2,0,0,24.81,55.24
2019-7-22 8:8:51,,24,28,28,7137,1457,49,6,0,0,0,24.79,55.24
2019-7-22 8:8:58,,24,27,27,7305,1468,47,6,0,0,0,24.81,55.24
2019-7-22 8:9:3,,24,26,26,7251,1461,36,2,0,0,0,24.81,55.24
2019-7-22 8:9:10,,26,27,27,7593,1549,32,0,0,0,0,24.81,55.25
2019-7-22 8:9:17,,26,27,27,7938,1562,45,0,0,0,0,24.82,55.27
2019-7-22 8:9:23,,28,29,29,8454,1655,41,0,0,0,0,24.81,55.24
2019-7-22 8:9:29,,27,28,28,8667,1646,39,0,0,0,0,24.79,55.22
2019-7-22 8:9:35,,26,30,32,8250,1608,53,12,2,2,0,24.79,55.24
2019-7-22 8:9:40,,19,26,28,5292,1143,66,28,2,2,0,24.79,55.24
2019-7-22 8:9:46,,10,17,17,2607,608,69,22,0,0,0,24.81,55.24
2019-7-22 8:9:55,,9,15,15,2367,572,65,14,0,0,0,24.81,55.25
2019-7-22 8:10:1,,10,13,13,2619,627,61,8,0,0,0,24.81,55.24
2019-7-22 8:10:6,,11,14,14,3159,725,57,4,0,0,0,24.79,55.25
2019-7-22 8:10:13,,14,15,15,3939,834,36,0,0,0,0,24.82,55.24
2019-7-22 8:10:18,,15,16,17,4200,868,32,2,2,2,0,24.81,55.24
2019-7-22 8:10:26,,15,16,18,4398,901,39,2,2,2,0,24.84,55.25
2019-7-22 8:10:32,,15,16,18,4695,952,41,2,2,2,0,24.84,55.22
2019-7-22 8:10:37,,17,18,20,4818,996,43,2,2,2,0,24.84,55.24
2019-7-22 8:10:44,,17,18,18,5010,1021,41,0,0,0,0,24.82,55.22
2019-7-22 8:10:52,,18,19,19,5364,1064,30,2,0,0,0,24.84,55.24
2019-7-22 8:10:58,,16,17,17,5400,1054,22,2,0,0,0,24.82,55.22
2019-7-22 8:11:5,,19,20,20,5772,1149,20,2,0,0,0,24.84,55.24
2019-7-22 8:11:13,,20,21,21,6072,1193,28,2,0,0,0,24.85,55.20
2019-7-22 8:11:18,,19,20,20,6276,1232,18,0,0,0,0,24.82,55.22
2019-7-22 8:11:26,,20,21,21,6639,1277,26,2,0,0,0,24.84,55.20
2019-7-22 8:11:32,,21,23,23,6858,1297,28,2,0,0,0,24.85,55.20
2019-7-22 8:11:39,,23,24,24,7185,1356,34,2,0,0,0,24.82,55.22
2019-7-22 8:11:44,,24,25,25,7473,1418,42,2,0,0,0,24.84,55.20
2019-7-22 8:11:52,,26,27,28,7692,1524,50,2,0,0,0,24.86,55.22
2019-7-22 8:11:59,,25,27,29,7773,1532,54,4,0,0,0,24.85,55.20
2019-7-22 8:12:5,,26,28,30,7938,1591,46,4,0,0,0,24.85,55.20
2019-7-22 8:12:12,,26,28,29,8316,1626,38,4,0,0,0,24.87,55.20
2019-7-22 8:12:20,,27,29,30,8529,1642,30,6,2,0,0,24.87,55.22
2019-7-22 8:12:28,,28,31,32,8760,1724,26,6,2,0,0,24.87,55.22
2019-7-22 8:12:35,,29,31,32,8874,1760,34,6,2,0,0,24.87,55.20
2019-7-22 8:12:41,,28,30,30,8946,1769,30,2,0,0,0,24.87,55.20
2019-7-22 8:12:47,,29,31,31,8982,1778,30,0,0,0,0,24.87,55.16
2019-7-22 8:12:54,,29,30,30,9126,1794,28,0,0,0,0,24.88,55.20
2019-7-22 8:13:1,,30,31,31,9183,1765,24,0,0,0,0,24.87,55.16
2019-7-22 8:13:7,,29,30,30,9378,1781,24,0,0,0,0,24.88,55.16
2019-7-22 8:13:13,,29,31,31,9456,1760,30,2,0,0,0,24.89,55.15
2019-7-22 8:13:20,,30,32,32,9870,1802,26,2,0,0,0,24.88,55.16
2019-7-22 8:13:27,,30,32,32,9813,1831,26,4,0,0,0,24.89,55.15
2019-7-22 8:13:33,,30,32,32,9639,1809,26,4,0,0,0,24.87,55.13
2019-7-22 8:13:38,,30,31,31,9462,1799,22,2,0,0,0,24.88,55.13
2019-7-22 8:13:46,,29,31,31,9192,1790,32,2,0,0,0,24.88,55.16
2019-7-22 8:13:52,,30,31,33,9345,1818,34,2,2,0,0,24.90,55.15
2019-7-22 8:13:58,,31,33,34,9591,1858,42,4,2,0,0,24.88,55.15
2019-7-22 8:14:4,,31,34,35,9714,1887,40,6,2,0,0,24.90,55.15
2019-7-22 8:14:11,,32,34,36,10005,1923,38,10,2,0,0,24.92,55.11
2019-7-22 8:14:18,,32,34,36,10077,1942,40,10,2,0,0,24.92,55.11
2019-7-22 8:14:24,,31,34,35,10038,1948,42,12,2,0,0,24.90,55.13
2019-7-22 8:14:32,,33,35,37,10236,2000,42,8,2,0,0,24.87,55.13
2019-7-22 8:14:38,,32,34,35,9957,1951,46,6,2,0,0,24.92,55.11
2019-7-22 8:14:44,,33,35,35,10056,1958,44,4,0,0,0,24.90,55.11
2019-7-22 8:14:51,,33,34,34,10155,1956,40,2,0,0,0,24.92,55.13
2019-7-22 8:15:1,,32,34,34,10143,1896,50,6,0,0,0,24.92,55.15
2019-7-22 8:15:8,,31,33,34,9957,1859,48,6,0,0,0,24.94,55.15
2019-7-22 8:15:14,,32,34,35,10266,1916,52,4,0,0,0,24.89,55.16
2019-7-22 8:15:19,,32,35,35,10119,1909,59,6,0,0,0,24.92,55.15
2019-7-22 8:15:26,,33,35,35,10230,1932,53,4,0,0,0,24.92,55.16
2019-7-22 8:15:31,,33,35,35,10305,1952,47,4,0,0,0,24.90,55.15
2019-7-22 8:15:36,,32,35,35,10200,1958,49,6,0,0,0,24.92,55.18
2019-7-22 8:15:44,,32,34,34,10056,1914,32,2,0,0,0,24.88,55.16
2019-7-22 8:15:52,,30,32,32,9564,1906,26,2,0,0,0,24.92,55.18
2019-7-22 8:16:0,,30,31,32,9297,1813,30,4,0,0,0,24.92,55.16
2019-7-22 8:16:5,,29,30,31,9243,1750,24,4,0,0,0,24.90,55.15
2019-7-22 8:16:12,,28,29,30,9096,1693,34,4,0,0,0,24.93,55.15
2019-7-22 8:16:18,,27,29,29,8988,1647,40,4,0,0,0,24.94,55.16
2019-7-22 8:16:24,,26,27,27,8922,1618,34,0,0,0,0,24.92,55.13
2019-7-22 8:16:31,,25,27,27,8673,1595,32,0,0,0,0,24.93,55.11
2019-7-22 8:16:38,,27,28,28,8676,1646,41,2,0,0,0,24.92,55.13
2019-7-22 8:16:44,,28,30,30,8811,1675,50,4,0,0,0,24.92,55.15
2019-7-22 8:16:51,,28,30,30,8769,1699,52,6,0,0,0,24.90,55.13
2019-7-22 8:16:57,,30,32,32,8712,1726,65,6,0,0,0,24.94,55.15
2019-7-22 8:17:3,,30,32,32,8925,1775,50,6,0,0,0,24.90,55.11
2019-7-22 8:17:9,,29,31,31,8418,1713,41,4,0,0,0,24.88,55.13
2019-7-22 8:17:16,,29,31,31,8613,1724,35,2,0,0,0,24.92,55.15
2019-7-22 8:17:23,,28,29,29,8391,1644,26,2,0,0,0,24.90,55.16
2019-7-22 8:17:28,,26,27,27,8043,1544,30,2,0,0,0,24.94,55.13
2019-7-22 8:17:34,,26,28,28,8049,1562,28,2,0,0,0,24.93,55.15
2019-7-22 8:17:41,,25,27,27,7770,1518,32,4,0,0,0,24.93,55.13
2019-7-22 8:17:49,,24,26,26,7623,1476,32,4,0,0,0,24.92,55.16
2019-7-22 8:17:57,,24,26,26,7689,1469,32,2,0,0,0,24.92,55.13
2019-7-22 8:18:2,,22,24,24,7527,1359,38,2,0,0,0,24.93,55.16
2019-7-22 8:18:9,,22,23,24,7233,1314,34,4,2,0,0,24.92,55.13
2019-7-22 8:18:15,,22,24,25,7386,1354,30,4,2,0,0,24.89,55.18
2019-7-22 8:18:23,,22,23,24,7242,1311,26,6,2,0,0,24.94,55.15
2019-7-22 8:18:28,,23,23,25,7224,1353,16,4,2,0,0,24.90,55.16
2019-7-22 8:18:34,,22,24,24,7158,1345,20,2,0,0,0,24.92,55.16
2019-7-22 8:18:42,,22,24,24,6945,1332,36,2,0,0,0,24.92,55.16
2019-7-22 8:18:49,,21,23,23,6783,1318,38,0,0,0,0,24.92,55.18
2019-7-22 8:18:55,,21,24,24,6744,1315,40,0,0,0,0,24.90,55.18
2019-7-22 8:19:2,,21,22,22,6486,1263,32,0,0,0,0,24.92,55.20
2019-7-22 8:19:7,,20,22,22,6402,1237,24,0,0,0,0,24.89,55.20
2019-7-22 8:19:12,,20,21,21,6285,1199,28,0,0,0,0,24.89,55.20
2019-7-22 8:19:19,,20,20,22,6111,1191,28,2,2,2,0,24.88,55.24
2019-7-22 8:19:26,,20,21,23,6216,1200,30,4,2,2,0,24.89,55.22
2019-7-22 8:19:33,,20,22,23,6270,1221,32,6,2,2,0,24.92,55.25
2019-7-22 8:19:41,,20,22,22,6216,1228,30,4,0,0,0,24.90,55.27
2019-7-22 8:19:47,,20,22,22,6168,1205,32,4,0,0,0,24.90,55.25
2019-7-22 8:19:54,,19,21,21,5838,1185,38,2,0,0,0,24.92,55.25
2019-7-22 8:20:0,,20,21,21,5823,1186,48,0,0,0,0,24.90,55.25
2019-7-22 8:20:6,,20,21,21,5844,1173,46,0,0,0,0,24.90,55.27
2019-7-22 8:20:11,,18,20,20,5826,1138,44,0,0,0,0,24.92,55.27
2019-7-22 8:20:18,,19,21,21,5922,1146,38,0,0,0,0,24.92,55.25
2019-7-22 8:20:23,,18,19,19,5796,1078,26,0,0,0,0,24.93,55.27
2019-7-22 8:20:30,,18,20,20,5850,1131,22,0,0,0,0,24.92,55.27
2019-7-22 8:20:35,,19,22,22,5796,1170,33,4,0,0,0,24.90,55.27
2019-7-22 8:20:42,,19,21,21,5529,1148,39,4,0,0,0,24.90,55.27
2019-7-22 8:20:50,,20,22,22,5613,1180,45,4,0,0,0,24.90,55.27
2019-7-22 8:20:54,,20,23,23,5784,1183,49,4,0,0,0,24.92,55.27
2019-7-22 8:21:2,,20,21,21,5712,1154,38,2,0,0,0,24.92,55.25
2019-7-22 8:21:9,,18,20,20,5661,1106,40,4,0,0,0,24.93,55.31
2019-7-22 8:21:15,,19,21,22,5808,1137,42,4,0,0,0,24.90,55.29
2019-7-22 8:21:21,,18,20,21,5631,1145,46,6,0,0,0,24.92,55.29
2019-7-22 8:21:26,,19,22,23,5649,1151,48,6,2,2,0,24.92,55.29
2019-7-22 8:21:35,,20,22,23,5721,1193,36,4,2,2,0,24.90,55.31
2019-7-22 8:21:41,,19,20,22,5628,1134,30,4,2,2,0,24.90,55.34
2019-7-22 8:21:46,,18,19,20,5529,1121,24,2,2,2,0,24.92,55.31
2019-7-22 8:21:53,,18,20,20,5592,1111,20,0,0,0,0,24.92,55.33
2019-7-22 8:22:0,,18,20,20,5661,1097,30,4,0,0,0,24.88,55.33
2019-7-22 8:22:6,,17,19,20,5622,1108,28,4,0,0,0,24.90,55.31
2019-7-22 8:22:13,,17,19,20,5586,1048,32,4,0,0,0,24.90,55.33
2019-7-22 8:22:19,,17,20,21,5631,1059,38,6,0,0,0,24.92,55.34
2019-7-22 8:22:26,,18,21,21,5484,1072,42,4,0,0,0,24.88,55.34
2019-7-22 8:22:32,,17,19,19,5511,1072,42,4,0,0,0,24.88,55.34
2019-7-22 8:22:39,,18,20,20,5511,1112,40,6,0,0,0,24.89,55.34
2019-7-22 8:22:44,,18,20,20,5361,1083,38,4,0,0,0,24.90,55.36
2019-7-22 8:22:50,,18,20,20,5520,1117,30,2,0,0,0,24.90,55.36
2019-7-22 8:22:57,,17,19,19,5661,1131,28,2,0,0,0,24.90,55.34
2019-7-22 8:23:3,,18,19,19,5667,1142,34,0,0,0,0,24.90,55.36
2019-7-22 8:23:10,,19,20,20,5859,1177,32,0,0,0,0,24.89,55.36
2019-7-22 8:23:16,,18,19,19,5652,1121,28,0,0,0,0,24.89,55.36
2019-7-22 8:23:21,,19,20,20,5685,1139,22,2,0,0,0,24.89,55.34
2019-7-22 8:23:29,,19,20,22,5985,1199,20,4,2,2,0,24.89,55.36
2019-7-22 8:23:34,,20,21,23,6183,1228,16,4,2,2,0,24.88,55.36
2019-7-22 8:23:41,,20,22,24,6150,1228,26,6,2,2,0,24.88,55.36
2019-7-22 8:23:47,,20,22,24,6123,1225,37,4,2,2,0,24.90,55.38
2019-7-22 8:23:52,,20,22,22,6042,1187,44,2,0,0,0,24.89,55.36
2019-7-22 8:24:0,,21,23,23,6012,1239,48,4,0,0,0,24.89,55.38
2019-7-22 8:24:6,,21,23,23,6072,1250,46,2,0,0,0,24.89,55.36
2019-7-22 8:24:12,,20,22,22,6162,1213,45,2,0,0,0,24.90,55.36
2019-7-22 8:24:19,,20,22,22,6009,1182,30,4,0,0,0,24.89,55.38
2019-7-22 8:24:25,,17,19,19,5973,1116,36,2,0,0,0,24.92,55.38
2019-7-22 8:24:32,,19,20,20,5973,1119,34,2,0,0,0,24.89,55.36
2019-7-22 8:24:38,,19,20,20,6045,1172,28,2,0,0,0,24.92,55.36
2019-7-22 8:24:44,,21,21,21,6246,1214,32,0,0,0,0,24.92,55.34
2019-7-22 8:24:51,,20,21,21,6153,1205,28,2,0,0,0,24.90,55.38
2019-7-22 8:24:58,,20,22,22,6261,1231,28,2,0,0,0,24.92,55.36
2019-7-22 8:25:5,,19,21,21,6357,1222,36,4,0,0,0,24.90,55.36
2019-7-22 8:25:12,,20,22,22,6561,1278,46,2,0,0,0,24.88,55.40
2019-7-22 8:25:16,,22,24,24,6780,1331,50,2,0,0,0,24.88,55.38
2019-7-22 8:25:24,,23,25,25,6897,1374,42,2,0,0,0,24.88,55.43
2019-7-22 8:25:30,,23,25,25,7014,1403,38,0,0,0,0,24.88,55.38
2019-7-22 8:25:36,,23,24,24,6822,1376,30,2,0,0,0,24.88,55.41
2019-7-22 8:25:43,,21,23,23,6675,1294,28,2,0,0,0,24.88,55.41
2019-7-22 8:25:48,,21,23,23,6840,1305,28,2,0,0,0,24.89,55.41
2019-7-22 8:25:56,,20,22,22,6870,1275,28,2,0,0,0,24.92,55.41
2019-7-22 8:26:3,,22,23,23,7158,1326,26,0,0,0,0,24.89,55.43
2019-7-22 8:26:8,,22,23,23,6960,1313,30,2,0,0,0,24.88,55.43
2019-7-22 8:26:14,,22,24,24,6981,1340,34,4,0,0,0,24.88,55.43
2019-7-22 8:26:19,,22,24,24,7008,1331,40,4,0,0,0,24.90,55.45
2019-7-22 8:26:25,,23,25,25,7212,1404,40,4,0,0,0,24.88,55.45
2019-7-22 8:26:31,,24,27,27,7329,1461,42,6,0,0,0,24.87,55.47
2019-7-22 8:26:37,,26,28,30,7725,1561,49,8,2,2,0,24.87,55.47
2019-7-22 8:26:43,,26,27,29,7596,1535,41,6,2,2,0,24.88,55.47
2019-7-22 8:26:49,,26,27,29,7596,1535,41,6,2,2,0,24.88,55.50
2019-7-22 8:26:56,,24,26,28,7431,1466,50,6,2,2,0,24.87,55.49
2019-7-22 8:27:3,,23,25,25,7344,1386,39,4,0,0,0,24.87,55.50
2019-7-22 8:27:9,,24,26,26,7734,1461,39,4,0,0,0,24.87,55.52
2019-7-22 8:27:15,,24,26,26,7914,1493,43,4,0,0,0,24.87,55.50
2019-7-22 8:27:21,,26,27,27,8169,1538,38,2,0,0,0,24.87,55.52
2019-7-22 8:27:27,,26,27,27,8451,1608,32,0,0,0,0,24.87,55.52
2019-7-22 8:27:32,,27,29,29,8451,1632,38,2,0,0,0,24.88,55.52
2019-7-22 8:27:37,,28,30,30,8736,1689,41,2,0,0,0,24.88,55.50
2019-7-22 8:27:45,,29,30,30,8751,1755,35,2,0,0,0,24.87,55.52
2019-7-22 8:27:50,,29,31,32,8898,1792,35,4,2,0,0,24.88,55.54
2019-7-22 8:27:58,,30,31,32,9051,1795,29,2,2,0,0,24.87,55.50
2019-7-22 8:28:3,,29,29,31,8844,1741,22,2,2,0,0,24.88,55.52
2019-7-22 8:28:10,,30,31,32,9288,1789,30,4,2,0,0,24.87,55.52
2019-7-22 8:28:19,,31,32,32,9561,1832,28,2,0,0,0,24.87,55.56
2019-7-22 8:28:25,,31,32,32,9453,1829,26,2,0,0,0,24.87,55.54
2019-7-22 8:28:31,,30,31,31,9519,1808,24,2,0,0,0,24.87,55.56
2019-7-22 8:28:37,,29,30,30,9321,1771,24,0,0,0,0,24.87,55.56
2019-7-22 8:28:42,,29,30,30,9195,1769,24,0,0,0,0,24.88,55.58
2019-7-22 8:28:50,,30,31,31,9000,1793,26,0,0,0,0,24.87,55.59
2019-7-22 8:28:55,,30,31,31,8868,1780,24,0,0,0,0,24.88,55.59
2019-7-22 8:29:2,,31,32,32,9279,1864,30,2,0,0,0,24.87,55.59
2019-7-22 8:29:8,,32,34,34,9519,1910,47,6,0,0,0,24.86,55.61
2019-7-22 8:29:13,,31,34,34,9534,1866,51,6,0,0,0,24.87,55.61
